name,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,total_reviews,reviews_per_month,host_listings_count,availability_365,number_of_reviews_ltm,has_license
"Beautiful 1BR Condo in Manhattan, Great Amenities",Kaz,Manhattan,Financial District,40.7092191,-74.0137534,Entire home/apt,252.0,30,4,0.25,42,273,2,0
Cozy Room in a Sun-Filled Appt,Ellington,Manhattan,East Village,40.72112891700374,-73.97906971622136,Private room,70.0,30,1,0.07,2,267,0,0
Private Room 723 | Share Bathroom,Eliza,Manhattan,Midtown,40.74677627704159,-73.98891230111407,Private room,100.0,1,18,1.12,68,271,10,1
Best Private Room w/bath,Kristina,Queens,Ridgewood,40.7029711,-73.90955079999999,Private room,34.0,30,1,0.08,11,207,0,0
0 3915 NYC Flushing #1 Own Full Bathroom,David Gatesbuffett,Queens,Flushing,40.75918,-73.83581,Private room,65.0,700,0,0.0,19,365,0,0
Brand New Beautiful Suite! Free Parking! Main St!,Alicia,Queens,Flushing,40.74551,-73.82649,Entire home/apt,97.0,30,0,0.0,8,270,0,0
521 West 48-Two bed apartment,Jeniffer,Manhattan,Hell's Kitchen,40.76332439700842,-73.99474586186238,Entire home/apt,135.0,30,3,0.19,176,247,1,0
Private Apartment in the heart of Bushwick,Rudee,Brooklyn,Bushwick,40.7053156,-73.91753109999999,Private room,230.0,1,36,3.09,1,229,36,1
private studio with a private bathroom,Mounir,Manhattan,Hell's Kitchen,40.76432,-73.99233,Entire home/apt,127.0,30,4,0.46,1,142,4,0
Modern 3BR near Trains and JFK/LGA,Nesty Slumbers,Brooklyn,East New York,40.6642773148906,-73.8807681835337,Entire home/apt,270.0,2,19,1.14,4,63,14,1
Affordable private room with shared bathroom,Ivan,Manhattan,Harlem,40.824335818398914,-73.95041898967,Private room,47.0,30,2,0.14,11,241,1,0
Sunshine filled 1 Bedroom Railroad,Marko,Brooklyn,Greenpoint,40.7312336125259,-73.95619096654069,Entire home/apt,190.0,30,0,0.0,4,134,0,0
Tuk Ahoy - Sunset Suite (3B),Briana,Brooklyn,Bedford-Stuyvesant,40.69226802853953,-73.9461215474425,Private room,66.0,30,1,0.06,8,285,0,0
Cozy Spacious Vintage 1-Bedroom Apartment in NYC,Brittany,Queens,Flushing,40.76624642138661,-73.81962138976864,Entire home/apt,141.0,30,3,0.37,2,268,3,0
Modern Williamsburg Apartment,Katherine,Brooklyn,Williamsburg,40.7149,-73.94568,Entire home/apt,237.0,30,1,0.11,1,149,1,0
Empire Building NYC Apartment.,Sam,Manhattan,Midtown,40.7474578755837,-73.98298209081119,Entire home/apt,235.0,3,57,3.56,1,192,46,1
Times Square Views & Comfort Semi-private bedroom,Vicky,Manhattan,Theater District,40.76055,-73.98199,Private room,85.0,30,3,0.21,2,36,2,0
Corner room in Williamsburg bk,Sheldon,Brooklyn,Williamsburg,40.71509,-73.94731,Private room,90.0,30,0,0.0,1,269,0,0
Studio with 1 Queen Bed,Candlewood Suites Times Square New York City,Manhattan,Hell's Kitchen,40.7555232113988,-73.99200420742673,Private room,159.0,1,789,47.53,1,332,655,1
Central Park 4 Bedroom Gem -Rare,Arthur,Manhattan,Upper East Side,40.76732,-73.96482,Entire home/apt,591.0,2,66,3.89,1,282,50,1
3 bedrooms apt in Upper West Side!,PIMG Housing,Manhattan,Upper West Side,40.79394,-73.97205,Entire home/apt,284.0,2,48,3.19,5,104,40,1
Vibrant Bed-Stuy Hidden Gem: 2BR,German,Brooklyn,Bedford-Stuyvesant,40.68989820002746,-73.93997336444612,Entire home/apt,275.0,3,60,3.78,3,345,42,1
Stylish Loft - Union Square,Inga,Manhattan,Chelsea,40.7379457,-73.9914342,Entire home/apt,1750.0,30,0,0.0,4,365,0,0
Modern 2 Bedroom near Central Park | Safe | Quiet,Adam,Manhattan,Hell's Kitchen,40.7687,-73.98874,Entire home/apt,644.0,6,23,2.25,5,150,23,1
Chic 3 Bed 2 bath | Near Central Park | Quiet |,Adam,Manhattan,Hell's Kitchen,40.76931,-73.98879,Entire home/apt,729.0,6,8,1.97,5,119,8,1
Renovated 1 Bed | In-Unit Laundry | Quiet,Adam,Manhattan,West Village,40.73249,-74.00406,Entire home/apt,507.0,6,24,2.65,5,136,24,1
UWS ~ Large Studio ~ Boho Style,Sveta,Manhattan,Upper West Side,40.7913,-73.97397,Entire home/apt,120.0,30,0,0.0,23,241,0,0
Luxury King Suite | Yankee Stadium | Kitchenette,Global Luxury Suites,Bronx,Port Morris,40.809887,-73.93061,Entire home/apt,129.0,1,0,0.0,48,362,0,1
1288-5FS  New Renovated 2 Bedrooms in UES,Urban Furnished,Manhattan,Upper East Side,40.7659072,-73.9569948,Entire home/apt,225.0,30,1,0.75,236,365,1,0
1288-4RS Newly furnished Prime UES 2BR,Urban Furnished,Manhattan,Upper East Side,40.7659072,-73.9569948,Entire home/apt,225.0,30,3,0.39,236,365,3,0
Luxury country,Muhammed,Queens,Forest Hills,40.7240354,-73.85008719999999,Entire home/apt,128.0,30,0,0.0,1,89,0,0
Garden Place by RoveTravel | 4BR Brooklyn Heights,Rove,Brooklyn,Brooklyn Heights,40.69220180000001,-73.9966704,Entire home/apt,390.0,30,1,0.52,74,211,1,0
"Stylish 1BR, W/ w/d in, By subway",Asaf,Manhattan,Kips Bay,40.7409664,-73.97899149999999,Entire home/apt,150.0,30,3,0.18,35,244,1,0
Comfortable Private Room | Williamsburg,Leo,Brooklyn,Williamsburg,40.70849559220301,-73.94975522791995,Private room,50.0,30,1,0.07,12,258,0,0
501-2FW Gorgeous Upper East Side Studio,Urban Furnished,Manhattan,Upper East Side,40.7738776,-73.948055,Entire home/apt,223.0,30,0,0.0,236,365,0,0
403-2E Newly Renovated Studio UES,Urban Furnished,Manhattan,Upper East Side,40.7658315,-73.9568257,Entire home/apt,196.0,30,0,0.0,236,323,0,0
Prime Midtown West Modern 2br Duplex w/ Outdoor,JT Urban,Manhattan,Hell's Kitchen,40.7658048,-73.9875795,Entire home/apt,302.0,30,0,0.0,86,365,0,0
3BR Apt w/ East River View near UN Headquarters,Raphael,Manhattan,Kips Bay,40.74241313034152,-73.97298522692198,Entire home/apt,421.0,30,0,0.0,93,92,0,0
Stylish Room,Kristina,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room,71.0,30,0,0.0,20,269,0,0
Heart of East Williamsburg!,Ligia,Brooklyn,Williamsburg,40.714400564580245,-73.93567053688568,Private room,63.0,30,0,0.0,1,365,0,0
Nice New Bedroom,Kristina,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room,40.0,30,2,0.13,20,236,0,0
Amazing Private ROOM,Kristina,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room,40.0,30,4,0.25,20,269,2,0
Spacious Townhouse w Outdoor Area & Games,Tawhid,Brooklyn,Bedford-Stuyvesant,40.68766417632777,-73.93892388381877,Shared room,1051.0,2,45,2.96,3,163,38,1
邻近地铁 独立洗手间新净大套房-3C,Yuk Ying,Queens,Woodside,40.75273,-73.90353,Private room,58.0,30,4,0.28,4,247,3,0
Lovely walk up one bedroom apartment,Simon,Queens,Kew Gardens Hills,40.73078580008121,-73.82692771204684,Entire home/apt,120.0,30,0,0.0,1,269,0,0
"Private room in Queens, NYC",Qian,Queens,Flushing,40.76573890896785,-73.80074295360772,Private room,150.0,2,14,1.28,1,75,14,1
Modern Oasis in the heart of BK with Backyard,David,Brooklyn,Bedford-Stuyvesant,40.69690270476392,-73.93563028424978,Private room,100.0,30,0,0.0,2,90,0,0
40 min from Manhattan. BX 10469,Jose,Bronx,Allerton,40.87071728650302,-73.84732327144502,Entire home/apt,92.0,30,0,0.0,5,269,0,0
"Blueground | UWS, gym & doorman, nr central park",Blueground,Manhattan,Upper West Side,40.7911888,-73.9737101,Entire home/apt,299.0,31,0,0.0,1194,182,0,0
"Blueground | East Village, w/d, nr groceries",Blueground,Manhattan,East Village,40.7324098,-73.98747879999999,Entire home/apt,385.0,31,0,0.0,1194,339,0,0
"Blueground | Murray Hill, gym, nr empire state",Blueground,Manhattan,Murray Hill,40.748405,-73.979865,Entire home/apt,326.0,31,0,0.0,1194,337,0,0
"Blueground | Chelsea, elevator, gym & courtyard",Blueground,Manhattan,Chelsea,40.7383733,-73.9967525,Entire home/apt,468.0,31,0,0.0,1194,276,0,0
Home within a home - Beautiful Private Unit,Rosalind,Queens,South Ozone Park,40.6753762,-73.8176513,Entire home/apt,119.0,1,1,0.36,1,319,1,1
Comfortable Private Bedroom,Kristina,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room,43.0,30,0,0.0,20,269,0,0
Designer West Village Pool House,Cail,Manhattan,West Village,40.73267121355071,-74.0025600786086,Entire home/apt,310.0,30,7,0.43,2,190,4,0
Brand New BedRoom,Kristina,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room,55.0,30,0,0.0,20,269,0,0
Comfy Bedroom,Kristina,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room,40.0,30,0,0.0,20,269,0,0
Sunny Private Room,Kristina,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room,54.0,30,0,0.0,20,268,0,0
Artsy Private BR,Kristina,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room,39.0,30,0,0.0,20,86,0,0
Comfy Private Room,Kristina,Brooklyn,Bedford-Stuyvesant,40.6848138,-73.9355779,Private room,54.0,30,0,0.0,20,269,0,0
Best Private Bedroom,Kristina,Brooklyn,Bedford-Stuyvesant,40.68481,-73.93558,Private room,40.0,30,2,0.13,20,239,1,0
444-1C  New Studio in Hell's Kitchen,Urban Furnished,Manhattan,Hell's Kitchen,40.7629644,-73.9920309,Entire home/apt,178.0,30,1,0.06,236,335,0,0
Cute studio apartment,Lisa,Manhattan,Midtown,40.756107476194735,-73.96999475400031,Entire home/apt,259.0,3,33,2.2,1,222,32,1
Modern Duplex Brownstone Townhouse in Brooklyn,Rohit,Brooklyn,Bedford-Stuyvesant,40.69026709464736,-73.9296727596866,Private room,224.0,2,74,5.65,1,258,70,1
Bright Loft Studio,Rachel,Manhattan,West Village,40.73768,-73.99877,Entire home/apt,200.0,30,4,0.25,3,89,2,0
Brooklyn Retreat 2,Yael,Brooklyn,Flatbush,40.6343,-73.95244,Entire home/apt,165.0,30,4,0.25,2,122,3,0
Beach vibes in New York City,Isabel,Queens,Maspeth,40.72624,-73.90554,Entire home/apt,150.0,30,0,0.0,1,270,0,0
A Hip Hideout in Gowanus,Levan,Brooklyn,Gowanus,40.66847514161747,-73.99461841067031,Entire home/apt,171.0,30,0,0.0,1,270,0,0
"First floor, 1bedroom apartment +terrace",Djamal,Queens,Maspeth,40.71636,-73.90948,Entire home/apt,78.0,30,1,0.09,1,122,1,0
Hudson River Getaway,Veronica,Manhattan,Battery Park City,40.70925272632541,-74.0158281474023,Entire home/apt,190.0,30,1,0.24,1,122,1,0
Empire State Studio,Jason,Manhattan,Kips Bay,40.74299,-73.98219,Entire home/apt,240.0,2,36,3.86,1,182,36,1
New 3Bedroom 2Bath Central Bklyn,Janyce,Brooklyn,Brownsville,40.657676,-73.90839509999999,Private room,298.0,3,24,1.91,1,154,21,1
"Big Room near EVERYthing, 20 min Away from Airport",Mondell,Queens,Jamaica,40.6851945,-73.7760656,Private room,85.0,1,46,3.27,2,173,44,1
A Share room at Brooklyn,Bin,Brooklyn,Bensonhurst,40.61388296448699,-74.00128728945016,Private room,195.0,2,2,0.38,1,254,2,1
The Blue Room,Ermal,Manhattan,Lower East Side,40.71946636105835,-73.99140836362734,Private room,75.0,1,12,0.84,1,227,11,1
Walk to all best location in Manhattan,Taylor,Manhattan,Kips Bay,40.74197286287296,-73.98265261408339,Entire home/apt,194.0,4,28,1.87,2,316,22,1
1290-7 New Renovated 2 Bedrooms in UES,Urban Furnished,Manhattan,Upper East Side,40.7660428,-73.95707809999999,Entire home/apt,273.0,30,1,0.51,236,336,1,0
Cozy Bedroom｜Brooklyn Townhouse｜25min Manhattan,Benjamin,Brooklyn,Bushwick,40.68445,-73.90974,Private room,126.0,3,30,1.99,2,69,26,1
Cozy Bedroom｜Brooklyn Townhouse｜25min Manhattan,Benjamin,Brooklyn,Bushwick,40.6837,-73.91041,Private room,112.0,3,32,2.15,2,61,29,1
"Awesome Access! to station, 2min/5 line u can use",Momoyo,Queens,Jackson Heights,40.75027688620255,-73.89360648851485,Private room,62.0,30,0,0.0,216,33,0,0
New Kitchen&Bath : 5min  Subway. 20min TimeSQ.,Momoyo,Queens,Jackson Heights,40.74873709699744,-73.89484545764904,Private room,51.0,30,0,0.0,216,59,0,0
Unique designer apartment in heart of Astoria,Pavel,Queens,Astoria,40.765306640244695,-73.92335747781142,Private room,78.0,1,87,5.1,2,352,55,1
Huge Bedroom in Large Apartment,Kim,Brooklyn,Crown Heights,40.67739205416885,-73.95894601849363,Private room,104.0,30,0,0.0,1,269,0,0
Historic Bklyn Brownstone Apt #2,Ken,Brooklyn,Bedford-Stuyvesant,40.68415,-73.9443299,Entire home/apt,151.0,2,44,2.72,2,126,43,1
Room in Dyker  Heights,Mohamed,Brooklyn,Dyker Heights,40.61732,-74.01635,Private room,50.0,30,0,0.0,1,88,0,0
Private Bedroom in LES,Bella,Manhattan,Lower East Side,40.71976,-73.99299,Private room,82.0,1,29,1.9,7,256,26,1
Beautiful Bedroom in Lower East Side,Bella,Manhattan,Lower East Side,40.71958,-73.9919,Private room,72.0,1,36,2.32,7,251,25,1
Central Park 3BR/2BA - 1700 Square Feet,Chiu Yi,Manhattan,Chinatown,40.71709184670426,-73.99147007908775,Entire home/apt,477.0,1,32,1.93,4,25,23,1
Modern Sun filled Chinatown 2 BR with a tub!,Chiu Yi,Manhattan,Chinatown,40.717279624414026,-73.99114447906561,Entire home/apt,366.0,1,37,2.31,4,23,26,1
Massive 2BR/2BA Penthouse in the Sky,Derek,Manhattan,Financial District,40.71149,-74.01156,Entire home/apt,740.0,5,11,0.71,1,22,8,1
Gorgeous space near Hells Kitchen and Midtown West,Steven,Manhattan,Hell's Kitchen,40.75961545430558,-73.99467651471842,Entire home/apt,515.0,2,41,2.46,2,121,23,1
Private Bedroom in Brooklyn!,Ricardo,Brooklyn,Bergen Beach,40.62382,-73.91349,Private room,60.0,31,2,0.21,1,268,2,0
Upgraded Listings 1,Giana,Brooklyn,Canarsie,40.645632,-73.90114539999999,Entire home/apt,160.0,30,0,0.0,4,270,0,0
Comfy Large Apt in Harlem Brownstone,Nicholas,Manhattan,Harlem,40.80402,-73.9469,Private room,203.0,30,0,0.0,1,90,0,0
Private Space by JFK,Michael,Queens,Laurelton,40.68146721318614,-73.75040911948537,Entire home/apt,179.0,30,0,0.0,3,269,0,0
Cozy Studio -Downtown Prime Location,Emily,Manhattan,East Village,40.72647,-73.98596,Entire home/apt,129.0,1,48,2.91,2,248,36,1
Peaceful ParkSide Residence King 1 Bedroom Apt,Nina,Manhattan,Harlem,40.82179271978068,-73.95533308276987,Entire home/apt,204.0,2,62,3.89,1,86,50,1
Chelsea Jungle House,Madison,Manhattan,Chelsea,40.75149,-74.0024,Entire home/apt,550.0,30,49,2.85,3,270,31,0
Magical Studio - EV Prime!,Frotas,Manhattan,East Village,40.72897,-73.98531,Entire home/apt,115.0,60,1,0.08,8,139,0,0
Convenient Apartment Upper East,Nathan,Manhattan,Upper East Side,40.7718464804292,-73.95974140912894,Entire home/apt,247.0,4,52,3.11,1,191,32,1
"2BR, W/ w/d in unit, By Subway",Asaf,Brooklyn,Greenpoint,40.7303513,-73.95489239999999,Entire home/apt,190.0,31,2,0.15,35,331,1,0
9Away in The Bronx | Private Room | Brownstone,Rafael,Bronx,Mount Hope,40.84754,-73.9069,Private room,89.0,2,45,3.66,2,351,44,1
Fantastic Flat in a Prime Location!  DeeDee Place,Emmanuel,Brooklyn,East Flatbush,40.63739,-73.9363578,Private room,81.0,2,53,3.43,1,335,41,1
Awesome ROOM in Trendy Location,Alex,Brooklyn,Greenpoint,40.73023,-73.9559645,Private room,59.0,30,0,0.0,8,269,0,0
Bright ROOM in Greenpoint,Alex,Brooklyn,Greenpoint,40.73023,-73.9559645,Private room,77.0,30,0,0.0,8,269,0,0
Beautiful Private ROOM,Alex,Brooklyn,Greenpoint,40.73023,-73.9559645,Private room,57.0,30,2,0.13,8,243,1,0
Amazing ROOM in Greenpoint,Alex,Brooklyn,Greenpoint,40.73023,-73.9559645,Private room,57.0,30,1,0.24,8,269,1,0
Stylish ROOM in Greenpoint,Alex,Brooklyn,Greenpoint,40.73023,-73.9559645,Private room,75.0,30,1,0.68,8,269,1,0
Greenpoint Room private bath,Alex,Brooklyn,Greenpoint,40.73023,-73.9559645,Private room,58.0,30,1,0.09,8,269,1,0
Stylish Room/ private bath,Alex,Brooklyn,Greenpoint,40.73023,-73.9559645,Private room,77.0,30,0,0.0,8,269,0,0
Brooklyn private quiet stay,Adrian,Brooklyn,East New York,40.65745351635594,-73.87664347887039,Private room,38.0,30,4,0.34,2,1,4,0
Cozy & Modern Brooklyn Retreat,Devora,Brooklyn,Bedford-Stuyvesant,40.67863898174824,-73.94447790592726,Entire home/apt,203.0,1,37,2.23,8,330,30,1
Parisian Chandelier Studio heart of West Village!,John,Manhattan,West Village,40.73163,-74.00423,Entire home/apt,240.0,2,10,0.61,1,44,4,1
Single Room in Studio (Williamsburg),Blake,Brooklyn,Williamsburg,40.70778101817073,-73.93531041877849,Private room,79.0,30,0,0.0,2,179,0,0
Modern & Cozy Brooklyn Retreat,Devora,Brooklyn,Bedford-Stuyvesant,40.678291427486286,-73.94459242431688,Entire home/apt,203.0,1,46,2.78,8,284,37,1
Room/office  queens,Michael Lee,Queens,Ozone Park,40.67433,-73.85498,Private room,140.0,1,47,3.1,3,270,42,1
Cozy Place in Bushwick/Ridgewood!,Genaro,Queens,Ridgewood,40.70380396680642,-73.91047743662554,Entire home/apt,300.0,2,19,2.78,1,79,19,1
Affordable Private Room Manhattan | Blue Echo,Jack,Manhattan,Chinatown,40.71388,-73.99439,Private room,7.0,1,58,3.73,7,128,47,1
Affordable Private Room in Manhattan | Bluebird,Jack,Manhattan,Lower East Side,40.71482554447592,-73.98663084969088,Private room,106.0,1,65,4.29,7,113,54,1
Central Upper West Side Room,John,Manhattan,Upper West Side,40.7997631,-73.9696417,Private room,180.0,1,55,3.27,2,170,44,1
Super cute 1 bed with balcony,Varun,Brooklyn,Williamsburg,40.71666422956643,-73.95042094544434,Entire home/apt,300.0,30,0,0.0,1,157,0,0
East Village Oasis: Modern & Cozy!,Cesar,Manhattan,East Village,40.72919547972832,-73.98973163291375,Entire home/apt,165.0,4,57,3.62,1,91,45,1
Serenity in the City,Yasmeen,Manhattan,East Harlem,40.788637821688994,-73.94240166569922,Private room,160.0,30,0,0.0,1,178,0,0
High-End 1 Bedroom Condo with Views,Lane,Manhattan,Financial District,40.70903,-74.01192,Entire home/apt,230.0,28,7,0.45,6,252,5,1
Chic & Calm En Suite in Brooklyn,Evelyn,Brooklyn,Sunset Park,40.64491094409573,-74.01949892970275,Private room,100.0,30,0,0.0,2,179,0,0
Peaceful Room,Mamadou,Brooklyn,East New York,40.6700764,-73.8767192,Private room,280.0,30,0,0.0,1,269,0,0
Chic & Calm Room in Brooklyn,Evelyn,Brooklyn,Sunset Park,40.64514111009383,-74.01927105422408,Private room,100.0,30,0,0.0,2,269,0,0
Waterfront View in Williamsburg,Ethan,Brooklyn,Williamsburg,40.709,-73.96798,Entire home/apt,315.0,30,0,0.0,1,338,0,0
A sweet escape,Alvin,Queens,Cambria Heights,40.70106,-73.7424,Entire home/apt,180.0,2,7,2.23,5,252,7,1
sunshine suit,Uri,Brooklyn,Midwood,40.6126914170067,-73.95681878283423,Entire home/apt,195.0,30,0,0.0,2,90,0,0
Cozy and spacious studio,Lucas,Manhattan,West Village,40.73083,-74.00272,Entire home/apt,250.0,90,0,0.0,1,365,0,0
List 2 Hotel King’s Bedroom,Jackie,Manhattan,Lower East Side,40.71252463939748,-73.99175216130278,Private room,512.0,10,0,0.0,2,263,0,1
"Blueground | Midtown E, elevator, nr transport",Blueground,Manhattan,Midtown,40.7594614,-73.9712201,Entire home/apt,301.0,31,0,0.0,1194,281,0,0
Bushwick garden room w/ private en suite bathroom,Mark,Brooklyn,Bushwick,40.68587,-73.90735,Private room,98.0,4,42,3.74,1,153,42,1
3-Bedroom Apartment-t,Wei,Bronx,Concourse Village,40.83457050182962,-73.91340689790236,Entire home/apt,154.0,30,1,0.08,12,269,0,0
Hidden Gem in New York! Near Bronx Zoo,RoomPicks,Manhattan,Washington Heights,40.84775,-73.93153,Hotel room,175.0,1,0,0.0,242,304,0,1
Enjoy at Metropolitan Museum of Art! Pets Allowed,RoomPicks,Manhattan,Washington Heights,40.84775,-73.93153,Hotel room,151.0,1,75,4.96,242,305,30,1
"2 Pet-Friendly Units, 2 Queen Room at Radio Hotel",RoomPicks,Manhattan,Washington Heights,40.84775,-73.93153,Hotel room,379.0,1,2,0.25,242,267,2,1
Comfort and Relaxation! 3 Pet-friendly Units,RoomPicks,Manhattan,Washington Heights,40.84775,-73.93153,Hotel room,549.0,1,0,0.0,242,266,0,1
"4 Family-friendly Units at Radio Hotel, NYC!",RoomPicks,Manhattan,Washington Heights,40.84775,-73.93153,Hotel room,733.0,1,1,0.13,242,266,1,1
Charming Room w/private bathroom,Kristina,Queens,Ridgewood,40.7029711,-73.90955079999999,Private room,42.0,30,0,0.0,11,240,0,0
Lovely Bedroom w/private bath,Kristina,Queens,Ridgewood,40.7029711,-73.90955079999999,Private room,42.0,30,0,0.0,11,269,0,0
Trendy Room w/private bath,Kristina,Queens,Ridgewood,40.7029711,-73.90955079999999,Private room,34.0,30,0,0.0,11,269,0,0
Modern Room w/private bath,Kristina,Queens,Ridgewood,40.7029711,-73.90955079999999,Private room,42.0,30,1,0.2,11,269,1,0
Charming Bedroom private bath,Kristina,Queens,Ridgewood,40.7029711,-73.90955079999999,Private room,34.0,30,0,0.0,11,269,0,0
F1 Bed Apartment Williamsburg/GP,Lauren,Brooklyn,Greenpoint,40.72414525863174,-73.95076246153519,Entire home/apt,104.0,30,0,0.0,1,247,0,0
"Cozy Studio ground level near BUS/LIRR, Food",Linda,Queens,Fresh Meadows,40.73888,-73.78891,Shared room,109.0,2,58,3.68,1,168,43,1
Private Bedroom 1 Bd Apt,Rose,Queens,Astoria,40.76672650916878,-73.92042647145678,Private room,111.0,3,31,1.89,1,237,15,1
Big City Life,Kl,Queens,Long Island City,40.7501000911297,-73.93730693585763,Private room,272.0,30,0,0.0,1,267,0,0
Specular Ocean View ！1B1B + Working Space,Chunjia,Brooklyn,Sheepshead Bay,40.58662297765989,-73.9527329114757,Private room,100.0,30,1,0.12,2,88,1,0
Two single beds with desk and ocean view,Chunjia,Brooklyn,Sheepshead Bay,40.58543,-73.9545,Private room,112.0,30,0,0.0,2,269,0,0
"Stunning Studio, Downtown Manhattan, W Residences",Kaz,Manhattan,Financial District,40.7092191,-74.0137534,Entire home/apt,218.0,30,4,0.29,42,296,3,0
"HDTV Room, Terrace, 2 block to Williamsburg #280",Eugene,Brooklyn,Bedford-Stuyvesant,40.69545082577447,-73.9566726256253,Private room,45.0,30,0,0.0,617,304,0,0
"Blueground | Midtown East, elevator, nr train",Blueground,Manhattan,Midtown,40.7594614,-73.9712201,Entire home/apt,299.0,31,1,0.16,1194,335,1,0
"Blueground | Midtown E, nr train & park ave",Blueground,Manhattan,Midtown,40.7594614,-73.9712201,Entire home/apt,400.0,31,0,0.0,1194,202,0,0
"Blueground | Midtown East, elevator, nr subway",Blueground,Manhattan,Midtown,40.75946,-73.97122,Entire home/apt,301.0,31,0,0.0,1194,231,0,0
Nice Private Room,Kristina,Brooklyn,Bedford-Stuyvesant,40.6856544,-73.9441794,Private room,42.0,30,0,0.0,21,269,0,0
403-4C New 3br/2baths prime ues,Urban Furnished,Manhattan,Upper East Side,40.7658315,-73.9568257,Entire home/apt,282.0,30,0,0.0,236,345,0,0
Deluxe studio in Turtle Bay,Juan,Manhattan,Midtown,40.7553992,-73.9726263,Entire home/apt,140.0,30,1,0.35,49,212,1,0
Beautiful Room in Charming Apt,Kristina,Brooklyn,Bedford-Stuyvesant,40.6856544,-73.9441794,Private room,53.0,30,0,0.0,21,269,0,0
BEST Williamsburg location! Cozy,Julia,Brooklyn,Williamsburg,40.71687043991017,-73.95877725785859,Entire home/apt,100.0,30,7,0.49,3,255,6,0
Upscale Bed-Stuy Bedroom,Kristina,Brooklyn,Bedford-Stuyvesant,40.6856544,-73.9441794,Private room,42.0,30,0,0.0,21,269,0,0
Comfortable Bed-Stuy Bedroom,Kristina,Brooklyn,Bedford-Stuyvesant,40.6856544,-73.9441794,Private room,70.0,30,2,0.6,21,269,2,0
Vibrant Bed-Stuy Bedroom,Kristina,Brooklyn,Bedford-Stuyvesant,40.6856544,-73.9441794,Private room,42.0,30,0,0.0,21,269,0,0
NY Month-to-Month Rental,Will Is The Way,Bronx,Mount Hope,40.84997,-73.90331,Private room,200.0,30,0,0.0,1,270,0,0
Master Bedroom/Private BA in KipsBay,Ricardo,Manhattan,Kips Bay,40.74124580000001,-73.9804547,Private room,222.0,1,12,2.83,1,24,12,1
Queens Casa *NEW*,Gretchen,Queens,Howard Beach,40.6527339,-73.8351607,Entire home/apt,194.0,30,0,0.0,1,354,0,0
Renovated 2BR by Trains and JFK/LGA,Nesty Slumbers,Brooklyn,East New York,40.66248014149082,-73.88025605487564,Entire home/apt,254.0,2,11,0.69,4,91,10,1
"Blueground | East Village, w/d, nr nightlife",Blueground,Manhattan,East Village,40.7255028,-73.9798509,Entire home/apt,224.0,31,0,0.0,1194,365,0,0
"Blueground | E Village, w/d, nr restaurants & park",Blueground,Manhattan,East Village,40.7299922,-73.9804151,Entire home/apt,371.0,31,0,0.0,1194,349,0,0
"Lovely Apt: Queen Bed, Quiet A/C, Close to Subway",Helen,Manhattan,East Village,40.72353479650991,-73.9873455206543,Entire home/apt,242.0,3,52,3.41,1,117,44,1
Cozy room w fullsize bed(2S),Soohyun,Queens,Flushing,40.75723,-73.79826,Private room,56.0,30,5,0.31,8,310,3,0
Mott Haven Room,Clarissa,Bronx,Mott Haven,40.807447,-73.914408,Entire home/apt,173.0,3,25,2.47,1,54,25,1
Number one location,Jasmine,Manhattan,Kips Bay,40.74191284767835,-73.98240270421714,Entire home/apt,224.0,4,36,2.21,1,263,30,1
Cozy Prospect Park Apartment,Emily,Brooklyn,Prospect-Lefferts Gardens,40.6568041,-73.9583001,Entire home/apt,98.0,30,0,0.0,1,149,0,0
"Blueground | West Village, w/d, fully furnished",Blueground,Manhattan,West Village,40.7330743,-74.00561669999999,Entire home/apt,356.0,31,0,0.0,1194,18,0,0
"Blueground | UWS, gym, w/d & doorman, nr park",Blueground,Manhattan,Upper West Side,40.777553,-73.9834589,Entire home/apt,372.0,31,0,0.0,1194,182,0,0
"Blueground | UWS, gym, close to central park",Blueground,Manhattan,Upper West Side,40.777553,-73.9834589,Entire home/apt,441.0,31,1,0.14,1194,213,1,0
"Blueground | Midtown W, elevator & w/d, nr park",Blueground,Manhattan,Hell's Kitchen,40.76778,-73.99191,Entire home/apt,464.0,31,0,0.0,1194,354,0,0
"Blueground | Midtown, roofdeck & w/d, nr park",Blueground,Manhattan,Midtown,40.76223,-73.975681,Entire home/apt,505.0,31,0,0.0,1194,274,0,0
"Blueground | Midtown, doorman & w/d, nr park",Blueground,Manhattan,Midtown,40.76223,-73.975681,Entire home/apt,505.0,31,0,0.0,1194,290,0,0
"Blueground | Midtown, elevator & w/d, nr park",Blueground,Manhattan,Midtown,40.76223,-73.975681,Entire home/apt,505.0,31,0,0.0,1194,273,0,0
